eventType,eventTimestamp,orderID,instrumentID,side,quantity,price,trader,leavesQuantity,assetClass,timeSinceLastUpdate,within15Secs,alert
new,2015.04.20D15:21:49.743194089,HOR_NSM__oid2071195,FB.OQ,S,2,220.29,NSM_trader883,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:21:49.839151364,HOR_NSM__oid2071006,FB.OQ,B,2,220.25,NSM_trader882,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:21:50.743194089,HOR_NSM__oid2071195,FB.OQ,S,2,220.29,NSM_trader883,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:21:57.523689441,HOR_NSM__oid2072502,FB.OQ,B,4,220.25,NSM_demoTrader,4,EQUITY_EXCHANGE,0D00:00:47.885287963,FALSE,
filled,2015.04.20D15:21:58.523689441,HOR_NSM__oid2072502,FB.OQ,B,4,220.25,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:02.018930065,HOR_NSM__oid2073633,FB.OQ,S,2,220.26,NSM_trader885,2,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:02.818994515,HOR_NSM__oid2073805,FB.OQ,B,1,220.23,NSM_demoTrader,1,EQUITY_EXCHANGE,0D00:00:05.295305074,TRUE,
replaced,2015.04.20D15:22:03.018930065,HOR_NSM__oid2073633,FB.OQ,S,7,220.26,NSM_trader885,7,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:03.818994515,HOR_NSM__oid2073805,FB.OQ,B,1,220.23,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:04.018930065,HOR_NSM__oid2073633,FB.OQ,S,7,220.26,NSM_trader885,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:08.086610885,HOR_NSM__oid2074577,FB.OQ,S,1,220.26,NSM_trader887,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:08.306676439,HOR_NSM__oid2074608,FB.OQ,S,1,220.27,NSM_trader888,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:09.026853430,HOR_NSM__oid2074689,FB.OQ,B,1,220.27,NSM_trader889,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:09.086610885,HOR_NSM__oid2074577,FB.OQ,S,1,220.26,NSM_trader887,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:09.306676439,HOR_NSM__oid2074608,FB.OQ,S,1,220.27,NSM_trader888,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:09.482974281,HOR_NSM__oid2074751,FB.OQ,B,1,220.26,NSM_trader890,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:10.026853430,HOR_NSM__oid2074689,FB.OQ,B,1,220.27,NSM_trader889,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:10.482974281,HOR_NSM__oid2074751,FB.OQ,B,1,220.26,NSM_trader890,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:10.927516302,HOR_NSM__oid2074925,FB.OQ,S,3,220.29,NSM_trader891,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:11.927516302,HOR_NSM__oid2074925,FB.OQ,S,3,220.29,NSM_trader891,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:12.947652263,HOR_NSM__oid2075329,FB.OQ,S,2,220.26,NSM_trader892,2,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:13.523688919,HOR_NSM__oid2075435,FB.OQ,B,1,220.22,NSM_trader893,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:13.947652263,HOR_NSM__oid2075329,FB.OQ,S,2,220.26,NSM_trader892,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:14.523688919,HOR_NSM__oid2075435,FB.OQ,B,1,220.22,NSM_trader893,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:14.791263107,HOR_NSM__oid2075577,FB.OQ,S,2,220.31,NSM_trader894,2,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:14.799765285,HOR_NSM__oid2075592,FB.OQ,B,1,220.25,NSM_trader895,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:15.791263107,HOR_NSM__oid2075577,FB.OQ,S,2,220.31,NSM_trader894,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:15.799765285,HOR_NSM__oid2075592,FB.OQ,B,1,220.25,NSM_trader895,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:16.914239859,HOR_NSM__oid2075854,FB.OQ,B,1,220.27,NSM_trader896,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:17.914239859,HOR_NSM__oid2075854,FB.OQ,B,1,220.27,NSM_trader896,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:18.970939892,HOR_NSM__oid2076212,FB.OQ,S,1,220.3,NSM_trader897,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:19.970939892,HOR_NSM__oid2076212,FB.OQ,S,1,220.3,NSM_trader897,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:28.011668641,HOR_NSM__oid2077424,FB.OQ,B,2,220.24,NSM_trader898,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:29.011668641,HOR_NSM__oid2077424,FB.OQ,B,2,220.24,NSM_trader898,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:30.459823622,HOR_NSM__oid2077926,FB.OQ,B,3,220.2,NSM_trader899,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:31.459823622,HOR_NSM__oid2077926,FB.OQ,B,3,220.2,NSM_trader899,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:31.483059287,HOR_NSM__oid2078077,FB.OQ,B,4,220.2,NSM_trader900,4,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:31.655912031,HOR_NSM__oid2078096,FB.OQ,B,2,220.22,NSM_trader901,2,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:22:32.483059287,HOR_NSM__oid2078077,FB.OQ,B,9,220.2,NSM_trader900,9,EQUITY_EXCHANGE,,FALSE,
partiallyFilled,2015.04.20D15:22:32.483059287,HOR_NSM__oid2078077,FB.OQ,B,4,220.2,NSM_trader900,4,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:32.655912031,HOR_NSM__oid2078096,FB.OQ,B,2,220.22,NSM_trader901,0,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:22:33.483059287,HOR_NSM__oid2078077,FB.OQ,B,14,220.2,NSM_trader900,14,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:33.483059287,HOR_NSM__oid2078077,FB.OQ,B,4,220.2,NSM_trader900,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:33.998041533,HOR_NSM__oid2078391,FB.OQ,B,3,220.24,NSM_trader902,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:34.998041533,HOR_NSM__oid2078391,FB.OQ,B,3,220.24,NSM_trader902,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:37.550013124,HOR_NSM__oid2078715,FB.OQ,B,4,220.24,NSM_trader903,4,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:38.550013124,HOR_NSM__oid2078715,FB.OQ,B,4,220.24,NSM_trader903,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:40.066439876,HOR_NSM__oid2078992,FB.OQ,B,1,220.23,NSM_trader904,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:40.518378015,HOR_NSM__oid2079104,FB.OQ,B,1,220.22,NSM_demoTrader,1,EQUITY_EXCHANGE,0D00:00:37.699383500,FALSE,
new,2015.04.20D15:22:41.022473019,HOR_NSM__oid2079256,FB.OQ,S,1,220.25,NSM_trader906,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:41.066439876,HOR_NSM__oid2078992,FB.OQ,B,1,220.23,NSM_trader904,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:41.518378015,HOR_NSM__oid2079104,FB.OQ,B,1,220.22,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:42.022473019,HOR_NSM__oid2079256,FB.OQ,S,1,220.25,NSM_trader906,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:45.118770158,HOR_NSM__oid2079831,FB.OQ,S,3,220.23,NSM_trader907,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:46.118770158,HOR_NSM__oid2079831,FB.OQ,S,3,220.23,NSM_trader907,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:46.803418345,HOR_NSM__oid2080109,FB.OQ,B,6,220.18,NSM_trader908,6,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:47.803418345,HOR_NSM__oid2080109,FB.OQ,B,6,220.18,NSM_trader908,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:48.683098545,HOR_NSM__oid2080269,FB.OQ,B,7,220.18,NSM_trader909,7,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:49.683098545,HOR_NSM__oid2080269,FB.OQ,B,7,220.18,NSM_trader909,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:50.526063209,HOR_NSM__oid2080500,FB.OQ,B,3,220.2,NSM_demoTrader,3,EQUITY_EXCHANGE,0D00:00:10.007685194,TRUE,
new,2015.04.20D15:22:50.538071050,HOR_NSM__oid2080515,FB.OQ,B,2,220.23,NSM_trader911,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:51.526063209,HOR_NSM__oid2080500,FB.OQ,B,3,220.2,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:51.538071050,HOR_NSM__oid2080515,FB.OQ,B,2,220.23,NSM_trader911,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:51.618046000,HOR_NSM__oid2080818,FB.OQ,B,4,220.25,NSM_trader912,4,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:52.618046000,HOR_NSM__oid2080818,FB.OQ,B,4,220.25,NSM_trader912,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:54.285995209,HOR_NSM__oid2081154,FB.OQ,B,1,220.26,NSM_trader913,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:55.285995209,HOR_NSM__oid2081154,FB.OQ,B,1,220.26,NSM_trader913,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:56.098308250,HOR_NSM__oid2081370,FB.OQ,S,6,220.27,NSM_trader914,6,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:56.214431351,HOR_NSM__oid2081394,FB.OQ,B,1,220.26,NSM_trader915,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:57.098308250,HOR_NSM__oid2081370,FB.OQ,S,6,220.27,NSM_trader914,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:57.170084881,HOR_NSM__oid2081501,FB.OQ,S,2,220.29,NSM_demoTrader,2,EQUITY_EXCHANGE,0D00:00:06.644021672,TRUE,
replaced,2015.04.20D15:22:57.214431351,HOR_NSM__oid2081394,FB.OQ,B,6,220.26,NSM_trader915,6,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:58.170084881,HOR_NSM__oid2081501,FB.OQ,S,2,220.29,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:22:58.214431351,HOR_NSM__oid2081394,FB.OQ,B,6,220.26,NSM_trader915,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:22:59.749529902,HOR_NSM__oid2081904,FB.OQ,S,3,220.29,NSM_demoTrader,3,EQUITY_EXCHANGE,0D00:00:02.579445021,TRUE,
new,2015.04.20D15:23:00.494709768,HOR_NSM__oid2082283,FB.OQ,B,1,220.26,NSM_trader918,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:00.749529902,HOR_NSM__oid2081904,FB.OQ,S,3,220.29,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:01.130805491,HOR_NSM__oid2082405,FB.OQ,S,1,220.25,NSM_demoTrader,1,EQUITY_EXCHANGE,0D00:00:01.381275589,TRUE,
filled,2015.04.20D15:23:01.494709768,HOR_NSM__oid2082283,FB.OQ,B,1,220.26,NSM_trader918,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:02.130805491,HOR_NSM__oid2082405,FB.OQ,S,1,220.25,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:05.323028382,HOR_NSM__oid2082846,FB.OQ,S,2,220.25,NSM_trader920,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:06.323028382,HOR_NSM__oid2082846,FB.OQ,S,2,220.25,NSM_trader920,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:08.065624042,HOR_NSM__oid2083080,FB.OQ,S,3,220.24,NSM_trader921,3,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:08.526147879,HOR_NSM__oid2083109,FB.OQ,B,3,220.18,NSM_trader922,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:09.065624042,HOR_NSM__oid2083080,FB.OQ,S,3,220.24,NSM_trader921,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:09.526147879,HOR_NSM__oid2083109,FB.OQ,B,3,220.18,NSM_trader922,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:12.250512705,HOR_NSM__oid2083516,FB.OQ,S,2,220.21,NSM_trader923,2,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:12.802559866,HOR_NSM__oid2083587,FB.OQ,B,3,220.15,NSM_trader924,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:13.250512705,HOR_NSM__oid2083516,FB.OQ,S,2,220.21,NSM_trader923,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:13.802559866,HOR_NSM__oid2083587,FB.OQ,B,3,220.15,NSM_trader924,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:14.062026719,HOR_NSM__oid2083710,FB.OQ,S,3,220.2,NSM_trader925,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:15.062026719,HOR_NSM__oid2083710,FB.OQ,S,3,220.2,NSM_trader925,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:16.394787846,HOR_NSM__oid2084180,FB.OQ,S,4,220.19,NSM_trader926,4,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:16.946830500,HOR_NSM__oid2084233,FB.OQ,S,8,220.19,NSM_trader927,8,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:17.394787846,HOR_NSM__oid2084180,FB.OQ,S,4,220.19,NSM_trader926,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:17.946830500,HOR_NSM__oid2084233,FB.OQ,S,8,220.19,NSM_trader927,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:23.774691556,HOR_NSM__oid2084990,FB.OQ,S,5,220.18,NSM_trader928,5,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:24.774691556,HOR_NSM__oid2084990,FB.OQ,S,5,220.18,NSM_trader928,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:29.330581196,HOR_NSM__oid2085528,FB.OQ,B,3,220.16,NSM_trader929,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:30.330581196,HOR_NSM__oid2085528,FB.OQ,B,3,220.16,NSM_trader929,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:32.978343941,HOR_NSM__oid2085985,FB.OQ,S,7,220.19,NSM_trader930,7,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:33.818873473,HOR_NSM__oid2086119,FB.OQ,S,6,220.19,NSM_trader931,6,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:23:33.978343941,HOR_NSM__oid2085985,FB.OQ,S,12,220.19,NSM_trader930,12,EQUITY_EXCHANGE,,FALSE,
partiallyFilled,2015.04.20D15:23:33.978343941,HOR_NSM__oid2085985,FB.OQ,S,7,220.19,NSM_trader930,7,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:34.818873473,HOR_NSM__oid2086119,FB.OQ,S,6,220.19,NSM_trader931,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:34.978343941,HOR_NSM__oid2085985,FB.OQ,S,7,220.19,NSM_trader930,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:39.342728076,HOR_NSM__oid2086434,FB.OQ,S,3,220.16,NSM_trader932,3,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:40.339294401,HOR_NSM__oid2086556,FB.OQ,B,10,220.1,NSM_trader933,10,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:40.342728076,HOR_NSM__oid2086434,FB.OQ,S,3,220.16,NSM_trader932,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:41.267368387,HOR_NSM__oid2086825,FB.OQ,S,6,220.14,NSM_trader934,6,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:41.339294401,HOR_NSM__oid2086556,FB.OQ,B,10,220.1,NSM_trader933,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:42.267368387,HOR_NSM__oid2086825,FB.OQ,S,6,220.14,NSM_trader934,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:43.801880200,HOR_NSM__oid2087391,FB.OQ,S,1,220.14,NSM_trader935,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:44.801880200,HOR_NSM__oid2087391,FB.OQ,S,1,220.14,NSM_trader935,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:45.757913135,HOR_NSM__oid2087660,FB.OQ,S,1,220.14,NSM_trader936,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:46.757913135,HOR_NSM__oid2087660,FB.OQ,S,1,220.14,NSM_trader936,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:49.950755963,HOR_NSM__oid2088113,FB.OQ,B,1,220.08,NSM_trader937,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:50.950755963,HOR_NSM__oid2088113,FB.OQ,B,1,220.08,NSM_trader937,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:51.106773476,HOR_NSM__oid2088265,FB.OQ,S,1,220.12,NSM_trader938,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:52.106773476,HOR_NSM__oid2088265,FB.OQ,S,1,220.12,NSM_trader938,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:55.222613506,HOR_NSM__oid2088590,FB.OQ,S,7,220.1,NSM_trader939,7,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:55.466263996,HOR_NSM__oid2088609,FB.OQ,B,3,220.05,NSM_trader940,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:56.222613506,HOR_NSM__oid2088590,FB.OQ,S,7,220.1,NSM_trader939,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:56.466263996,HOR_NSM__oid2088609,FB.OQ,B,3,220.05,NSM_trader940,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:23:56.530206826,HOR_NSM__oid2088656,FB.OQ,S,3,220.1,NSM_trader941,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:23:57.530206826,HOR_NSM__oid2088656,FB.OQ,S,3,220.1,NSM_trader941,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:00.701653521,HOR_NSM__oid2089177,FB.OQ,B,3,220.05,NSM_trader942,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:01.701653521,HOR_NSM__oid2089177,FB.OQ,B,3,220.05,NSM_trader942,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:03.281740665,HOR_NSM__oid2089449,FB.OQ,B,3,220.05,NSM_trader943,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:04.281740665,HOR_NSM__oid2089449,FB.OQ,B,3,220.05,NSM_trader943,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:11.118323132,HOR_NSM__oid2090077,FB.OQ,S,1,220.08,NSM_trader944,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:12.118323132,HOR_NSM__oid2090077,FB.OQ,S,1,220.08,NSM_trader944,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:14.118458008,HOR_NSM__oid2090306,FB.OQ,B,2,220.03,NSM_trader945,2,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:24:15.118458008,HOR_NSM__oid2090306,FB.OQ,B,7,220.03,NSM_trader945,7,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:15.262597603,HOR_NSM__oid2090464,FB.OQ,B,1,220.07,NSM_trader946,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:16.118458008,HOR_NSM__oid2090306,FB.OQ,B,7,220.03,NSM_trader945,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:16.262597603,HOR_NSM__oid2090464,FB.OQ,B,1,220.07,NSM_trader946,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:17.565691099,HOR_NSM__oid2090751,FB.OQ,S,1,220.07,NSM_trader947,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:18.565691099,HOR_NSM__oid2090751,FB.OQ,S,1,220.07,NSM_trader947,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:25.957937537,HOR_NSM__oid2091838,FB.OQ,B,1,220.04,NSM_trader948,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:26.957937537,HOR_NSM__oid2091838,FB.OQ,B,1,220.04,NSM_trader948,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:26.960532548,HOR_NSM__oid2091909,FB.OQ,S,1,220.07,NSM_trader949,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:27.922358660,HOR_NSM__oid2092004,FB.OQ,B,1,220.06,NSM_demoTrader,1,EQUITY_EXCHANGE,0D00:01:26.791553169,FALSE,
filled,2015.04.20D15:24:27.960532548,HOR_NSM__oid2091909,FB.OQ,S,1,220.07,NSM_trader949,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:28.922358660,HOR_NSM__oid2092004,FB.OQ,B,1,220.06,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:29.218445784,HOR_NSM__oid2092162,FB.OQ,S,3,220.07,NSM_trader951,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:30.218445784,HOR_NSM__oid2092162,FB.OQ,S,3,220.07,NSM_trader951,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:45.290439629,HOR_NSM__oid2093957,FB.OQ,B,4,220.06,NSM_trader952,4,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:46.290439629,HOR_NSM__oid2093957,FB.OQ,B,4,220.06,NSM_trader952,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:48.710091609,HOR_NSM__oid2094203,FB.OQ,B,1,220.04,NSM_demoTrader,1,EQUITY_EXCHANGE,0D00:00:20.787732949,FALSE,
filled,2015.04.20D15:24:49.710091609,HOR_NSM__oid2094203,FB.OQ,B,1,220.04,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:52.150835160,HOR_NSM__oid2094575,FB.OQ,S,2,220.05,NSM_trader954,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:53.150835160,HOR_NSM__oid2094575,FB.OQ,S,2,220.05,NSM_trader954,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:53.473593193,HOR_NSM__oid2094732,FB.OQ,B,1,220.01,NSM_trader955,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:53.484964545,HOR_NSM__oid2094752,FB.OQ,B,45,220,NSM_trader956,45,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:53.485145497,HOR_NSM__oid2094767,FB.OQ,S,1,220.02,NSM_trader957,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:53.494017731,HOR_NSM__oid2094782,FB.OQ,B,7,219.99,NSM_trader958,7,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:53.502016099,HOR_NSM__oid2094801,FB.OQ,B,1,220.01,NSM_demoTrader,1,EQUITY_EXCHANGE,0D00:00:04.791924490,TRUE,
new,2015.04.20D15:24:53.514017916,HOR_NSM__oid2094824,FB.OQ,B,1,220.01,NSM_trader960,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:53.565447821,HOR_NSM__oid2094847,FB.OQ,S,1,220.03,NSM_trader961,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:53.658038842,HOR_NSM__oid2094897,FB.OQ,B,2,220.01,NSM_trader962,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:54.473593193,HOR_NSM__oid2094732,FB.OQ,B,1,220.01,NSM_trader955,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:54.484964545,HOR_NSM__oid2094752,FB.OQ,B,45,220,NSM_trader956,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:54.485145497,HOR_NSM__oid2094767,FB.OQ,S,1,220.02,NSM_trader957,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:54.494017731,HOR_NSM__oid2094782,FB.OQ,B,7,219.99,NSM_trader958,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:54.502016099,HOR_NSM__oid2094801,FB.OQ,B,1,220.01,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:24:54.514017916,HOR_NSM__oid2094824,FB.OQ,B,6,220.01,NSM_trader960,6,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:54.565447821,HOR_NSM__oid2094847,FB.OQ,S,1,220.03,NSM_trader961,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:54.658038842,HOR_NSM__oid2094897,FB.OQ,B,2,220.01,NSM_trader962,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:54.774105980,HOR_NSM__oid2095154,FB.OQ,S,1,220.03,NSM_trader963,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:24:55.277460433,HOR_NSM__oid2095207,FB.OQ,B,22,220,NSM_trader964,22,EQUITY_EXCHANGE,,FALSE,
partiallyFilled,2015.04.20D15:24:55.514017916,HOR_NSM__oid2094824,FB.OQ,B,6,220.01,NSM_trader960,6,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:24:55.774105980,HOR_NSM__oid2095154,FB.OQ,S,1,220.03,NSM_trader963,0,EQUITY_EXCHANGE,,FALSE,
